BusNumber,BusType,StopOrder,StopNameKorean,StopNameRomanized,StopNameNaver,Latitude,Longitude
219,3,5,고속버스터미널,Go-sok Bus Terminal,,36.027017,129.367614
219,3,6,해도119안전센터,Hae-do I-ril-gu An-jeon Center,,36.022841,129.369901
219,3,7,대해시장,Dae-hae Si-jang,,36.019766,129.369246
219,3,8,장애인생산품판매시설,Jang-ae-in Saeng-san-pum Pan-mae Si-seol,,36.016089,129.37019
219,3,9,형산로타리,Hyeong-san Rotary,,36.011501,129.369179
219,3,10,형산로터리(무정차),Hyeong-san Rotary (Mu-jeong-cha),,36.011029,129.372525
219,3,11,현대제철,Hyundai Je-cheol,,36.0072,129.377528
219,3,12,단지주유소,Dan-ji Ju-yu-so,,36.004102,129.380623
219,3,13,포스코본사,Posco Bon-sa,,36.000537,129.385233
219,3,14,포항스틸야드,Po-hang Steel Yard,,35.998299,129.388148
219,3,15,포스코2문,Posco I-mun,,35.995378,129.392534
219,3,16,남구보건소(무정차),Nam-gu Bo-geon-so (Mu-jeong-cha),,35.99336,129.394059
219,3,17,남구보건소,Nam-gu Bo-geon-so,,35.992607,129.396835
219,3,18,청림파출소,Cheong-nim Pa-chul-so,,35.995731,129.403449
219,3,19,청림초등학교,Cheong-nim Cho-deung-hak-gyo,,35.992528,129.405691
219,3,20,해병대BOQ,Hae-byeong-dae BOQ,,35.996531,129.408485
219,3,21,해군 항공역사관,Hae-gun Hang-gong Yeok-sa-gwan,,35.995049,129.412731
219,3,22,포항남부소방서,Po-hang Nam-bu So-bang-seo,,35.992302,129.420302
219,3,23,화신식물원,Hwa-sin Sing-mu-rwon,,35.991739,129.423883
219,3,24,공항주유소,Gong-hang Ju-yu-so,,35.990354,129.42863
219,3,25,동해환승센터,Dong-hae Hwan-seung Center,,35.98872,129.436783
219,3,26,동해면행정복지센터,Dong-hae-myeon Haeng-jeong Bok-ji Center,,35.988842,129.44021
219,3,27,동해초등학교,Dong-hae Cho-deung-hak-gyo,,35.987557,129.441894
219,3,28,코아루블루인시티,Koaroo Blue In City,,35.981054,129.443897
219,3,29,동해초등학교,Dong-hae Cho-deung-hak-gyo,,35.987557,129.441894
219,3,30,신정리,Sin-jeong-ni,,35.988019,129.445991
219,3,31,영남상가,Yeong-nam Sang-ga,,35.988034,129.449229
219,3,32,약전리,Yak-jeol-li,,35.988687,129.452389
219,3,33,석리,Seong-ni,,35.987247,129.460149
219,3,34,신형주택입구,Sin-hyeong Ju-taek Ip-gu,,35.988327,129.472349
219,3,35,삼양신형아파트,Sam-yang Sin-hyeong A-pa-teu,,35.989494,129.476055
302,3,0,문덕차고지,Mun-deok Cha-go-ji,,35.940508,129.389981
302,3,1,문덕2리,Mun-deok I-ri,,35.940892,129.392206
302,3,2,운전면허시험장,Un-jeon Myeon-heo Si-heom-jang,,35.942854,129.394748
302,3,3,오천읍민운동장,O-cheon-eum-min Un-dong-jang,,35.944972,129.399565
302,3,4,신문덕코아루,Sin-mun-deok Koaroo,,35.952185,129.407806
302,3,5,오천웰메이드홈,O-cheon Wellmade Home,,35.954969,129.408169
302,3,6,문덕초등학교,Mun-deok Cho-deung-hak-gyo,,35.958952,129.408531
302,3,7,문덕온천,Mun-deok On-cheon,,35.961967,129.406587
302,3,8,문덕사거리,Mun-deok Sa-geo-ri,,35.962298,129.402884
302,3,9,준양참마을,Junyang Cham-maeul,,35.962952,129.39942
302,3,10,한일철강,Han-il Cheol-gang,,35.967433,129.384965
302,3,11,현대성우캐스팅,Hyundai Seong-u Casting,,35.972652,129.384535
302,3,12,호동근로자종합복지관,Ho-dong Geul-lo-ja Jong-hap Bok-ji-gwan,,35.977584,129.38153
302,3,13,공단정수장,Gong-dan Jeong-su-jang,,35.978884,129.375478
302,3,14,포항변전소,Po-hang Byeon-jeon-so,,35.982969,129.368446
302,3,15,장흥동사거리,Jang-heung-dong Sa-geo-ri,,35.98699,129.362839
302,3,16,덕천빌딩,Deok-cheon Building,,35.98869,129.357485
302,3,17,오천리,O-cheol-li,,35.989121,129.354593
302,3,18,에코코아루,Echo Koaroo,,35.99311,129.351995
302,3,19,영일고등학교,Yeong-il Go-deung-hak-gyo,,35.996967,129.351456
302,3,20,연일전통시장,Yeon-il Jeon-tong Si-jang,,35.997286,129.348776
302,3,21,연일파출소,Yeon-il Pa-chul-so,,35.997506,129.34651
302,3,22,경북자동차학원,Gyeong-buk Ja-dong-cha Ha-gwon,,35.997923,129.344061
302,3,23,포항남부경찰서,Po-hang Nam-bu Gyeong-chal-seo,,36.005349,129.34473
302,3,24,시외버스터미널,Si-oe Bus Terminal,,36.013273,129.350668
302,3,25,교보생명,Gyobo saengmyeong,,36.01522,129.35222
302,3,26,쌍용사거리,Ssang-yong Sa-geo-ri,,36.015336,129.35494
302,3,27,상대지구대,Sang-dae Ji-gu-dae,,36.015184,129.358859
302,3,28,KT(세명기독병원),KT (Se-myeong Gi-dok Byeong-won),,36.017171,129.360454
302,3,29,상대시장,Sang-dae Si-jang,,36.019512,129.361894
302,3,30,대해초등학교,Dae-hae Cho-deung-hak-gyo,,36.021936,129.366012
302,3,31,해도119안전센터,Hae-do I-ril-gu An-jeon Center,,36.022841,129.369901
302,3,32,고속버스터미널,Go-sok Bus Terminal,,36.027017,129.367614
302,3,33,오거리,O-geo-ri,,36.031311,129.366234
302,3,34,죽도시장,Juk-do Si-jang,,36.035694,129.365236
302,3,35,육거리,Yuk-geo-ri,,36.039702,129.366432
302,3,36,북부시장,Buk-bu Si-jang,,36.045141,129.367968
302,3,37,선린병원,Seol-lin Byeong-won,,36.047755,129.367636
302,3,38,건강가정다문화센터,Geon-gang Ga-jeong Da-mun-hwa Center,,36.047859,129.365578
302,3,39,대동우방아파트,Dae-dong U-bang A-pa-teu,,36.049733,129.362173
302,3,40,우창동행정복지센터,U-chang-dong Haeng-jeong Bok-ji Center,,36.053892,129.361884
302,3,41,포항시여성문화관,Pohang-si Yeo-seong Mun-hwa-gwan,,36.054872,129.363594
302,3,42,포항고(무정차),Po-hang-go (Mu-jeong-cha),,36.057314,129.368388
302,3,43,우방신천지타운,U-bang Sin-cheon-ji town,,36.058708,129.370111
302,3,44,창포사거리,Chang-po Sa-geo-ri,,36.060413,129.370212
302,3,45,두호초등학교,Du-ho Cho-deung-hak-gyo,,36.064075,129.371166
302,3,46,장성초등학교,Jang-seong Cho-deung-hak-gyo,,36.06935,129.370295
302,3,47,HCN경북방송,HCN Gyeong-bung Bang-song,,36.072224,129.378213
302,3,48,북구보건소,Buk-gu Bo-geon-so,,36.070209,129.379233
302,3,49,현진에버빌3단지,Hyeonjin EverVille Sam-dan-ji,,36.068509,129.378709
302,3,50,럭키아파트,Lucky A-pa-teu,,36.065156,129.379224
302,3,51,동부초등학교후문,Dong-bu Cho-deung-hak-gyo Hu-mun,,36.063648,129.381073
302,3,52,설머리물회지구,Seol-meo-ri Mul-hoe Ji-gu,,36.065774,129.384722
302,3,53,노인복지회관,No-in Bok-ji Hoeg-wan,,36.066924,129.386482
302,3,54,환호해맞이그린빌,Hwan-ho Hae-ma-ji Greenville,,36.068297,129.391057
302,3,55,환호공원,Hwan-ho Gong-won,,36.069004,129.394441
302,3,56,라메르웨딩컨벤션,La Mer Wedding Convention,,36.069702,129.396504
302,3,57,환호여중,Hwan-ho Yeo-jung,,36.071182,129.399063
302,3,58,청소년수련관,Cheong-so-nyeon Su-ryeon-gwan,,36.073611,129.398143
302,3,59,농협 양덕지점,Nong-hyup Yang-deok Ji-jeom,,36.080083,129.396745
302,3,60,남광하우스토리,Nam-gwang Haustory,,36.08404,129.39664
302,3,61,삼구3차,Sam-gu Sam-cha,,36.08735,129.3966
302,3,62,장량5단지,Jang-nyang O-danji,,36.089225,129.39405
302,3,63,천마저수지,Cheon-ma Jeo-su-ji,,36.098096,129.39965
302,3,64,우전지앤에프,U-jeon-ji-aen-e-peu,,36.096646,129.404105
302,3,65,에코프로머티리얼즈,Echo Pro Materials,,36.09691,129.408681
302,3,66,에코프로AP,Echo Pro AP,,36.101163,129.406397
302,3,67,에코프로EM,Echo Pro EM,,36.102695,129.402674
302,3,68,한동대학교입구,Han-dong Dae-hak-gyo Ip-gu,,36.105533,129.398196
302,3,69,한동대학교,Han-dong Dae-hak-gyo,,36.103763,129.390738
302,3,70,한동대학교,Han-dong Dae-hak-gyo,,36.103763,129.390738
302,3,71,한동대학교입구,Han-dong Dae-hak-gyo Ip-gu,,36.105533,129.398196
302,3,72,에코프로EM,Echo Pro EM,,36.102695,129.402674
302,3,73,에코프로AP,Echo Pro AP,,36.101163,129.406397
302,3,74,에코프로머티리얼즈,Echo Pro Materials,,36.09691,129.408681
302,3,75,우전지앤에프,U-jeon-ji-aen-e-peu,,36.096646,129.404105
302,3,76,천마저수지,Cheon-ma Jeo-su-ji,,36.098096,129.39965
302,3,77,장량5단지,Jang-nyang O-danji,,36.089225,129.39405
302,3,78,삼구3차,Sam-gu Sam-cha,,36.08735,129.3966
302,3,79,남광하우스토리,Nam-gwang Haustory,,36.08404,129.39664
302,3,80,농협 양덕지점,Nong-hyup Yang-deok Ji-jeom,,36.080083,129.396745
302,3,81,청소년수련관,Cheong-so-nyeon Su-ryeon-gwan,,36.073611,129.398143
302,3,82,환호여중,Hwan-ho Yeo-jung,,36.071182,129.399063
302,3,83,라메르웨딩컨벤션,La Mer Wedding Convention,,36.069702,129.396504
302,3,84,환호해맞이그린빌,Hwan-ho Hae-ma-ji Greenville,,36.068297,129.391057
302,3,85,노인복지회관,No-in Bok-ji Hoeg-wan,,36.066924,129.386482
302,3,86,설머리물회지구,Seol-meo-ri Mul-hoe Ji-gu,,36.065774,129.384722
302,3,87,동부초등학교후문,Dong-bu Cho-deung-hak-gyo Hu-mun,,36.063648,129.381073
302,3,88,럭키아파트,Lucky A-pa-teu,,36.065156,129.379224
302,3,89,장성럭키2차,Jang-seong Lucky I-cha,,36.067085,129.378947
302,3,90,북구보건소,Buk-gu Bo-geon-so,,36.070209,129.379233
302,3,91,HCN경북방송,HCN Gyeong-bung Bang-song,,36.072224,129.378213
302,3,92,장성초등학교,Jang-seong Cho-deung-hak-gyo,,36.06935,129.370295
302,3,93,두호초등학교,Du-ho Cho-deung-hak-gyo,,36.064075,129.371166
302,3,94,창포사거리,Chang-po Sa-geo-ri,,36.060413,129.370212
302,3,95,포항고등학교,Po-hang Go-deung-hak-gyo,,36.057334,129.36987
302,3,96,포항시여성문화관,Pohang-si Yeo-seong Mun-hwa-gwan,,36.054872,129.363594
302,3,97,우창동행정복지센터,U-chang-dong Haeng-jeong Bok-ji Center,,36.053892,129.361884
302,3,98,우방아이유쉘아파트,U-bang I-u-sell A-pa-teu,,36.050652,129.359881
302,3,99,대동우방아파트,Dae-dong U-bang A-pa-teu,,36.049733,129.362173
302,3,100,건강가정다문화센터,Geon-gang Ga-jeong Da-mun-hwa Center,,36.047859,129.365578
302,3,101,선린병원,Seol-lin Byeong-won,,36.047755,129.367636
302,3,102,북부시장,Buk-bu Si-jang,,36.045141,129.367968
302,3,103,국민건강보험공단,Gung-min Geon-gang Bo-heom Gong-dan,,36.041924,129.367056
302,3,104,중앙상가,Jung-ang Sang-ga,,36.037844,129.3654
302,3,105,죽도시장,Juk-do Si-jang,,36.035694,129.365236
302,3,106,오거리,O-geo-ri,,36.031311,129.366234
302,3,107,고속버스터미널,Go-sok Bus Terminal,,36.027017,129.367614
302,3,108,해도119안전센터,Hae-do I-ril-gu An-jeon Center,,36.022841,129.369901
302,3,109,대해초등학교,Dae-hae Cho-deung-hak-gyo,,36.021936,129.366012
302,3,110,상대시장,Sang-dae Si-jang,,36.019512,129.361894
302,3,111,KT(세명기독병원),KT (Se-myeong Gi-dok Byeong-won),,36.017171,129.360454
302,3,112,상대지구대,Sang-dae Ji-gu-dae,,36.015184,129.358859
302,3,113,쌍용사거리,Ssang-yong Sa-geo-ri,,36.015336,129.35494
302,3,114,교보생명,Gyobo saengmyeong,,36.01522,129.35222
302,3,115,시외버스터미널,Si-oe Bus Terminal,,36.013273,129.350668
302,3,116,상도코아루,Sang-do Koaroo,,36.008293,129.346369
302,3,117,포항남부경찰서,Po-hang Nam-bu Gyeong-chal-seo,,36.005349,129.34473
302,3,118,경북자동차학원,Gyeong-buk Ja-dong-cha Ha-gwon,,35.997923,129.344061
302,3,119,연일파출소,Yeon-il Pa-chul-so,,35.997506,129.34651
302,3,120,연일전통시장,Yeon-il Jeon-tong Si-jang,,35.997286,129.348776
302,3,121,영일고등학교,Yeong-il Go-deung-hak-gyo,,35.996967,129.351456
302,3,122,에코코아루,Echo Koaroo,,35.99311,129.351995
302,3,123,삼도한솔타운,Sam-do Han-sol town,,35.990645,129.349932
302,3,124,오천리,O-cheol-li,,35.989121,129.354593
302,3,125,덕천빌딩,Deok-cheon Building,,35.98869,129.357485
302,3,126,장흥동사거리,Jang-heung-dong Sa-geo-ri,,35.98699,129.362839
302,3,127,신한은행공단출장소,Sin-han Eun-haeng Gong-dan Chul-jang-so,,35.985371,129.365008
302,3,128,포항변전소,Po-hang Byeon-jeon-so,,35.982969,129.368446
302,3,129,공단정수장,Gong-dan Jeong-su-jang,,35.978884,129.375478
302,3,130,호동근로자종합복지관,Ho-dong Geul-lo-ja Jong-hap Bok-ji-gwan,,35.977432,129.381223
302,3,131,현대성우캐스팅,Hyundai Seong-u Casting,,35.972756,129.384164
302,3,132,한일철강,Han-il Cheol-gang,,35.967433,129.384965
302,3,133,준양참마을,Junyang Cham-maeul,,35.962952,129.39942
302,3,134,문덕사거리,Mun-deok Sa-geo-ri,,35.962298,129.402884
302,3,135,문덕온천,Mun-deok On-cheon,,35.961967,129.406587
302,3,136,문덕초등학교,Mun-deok Cho-deung-hak-gyo,,35.958952,129.408531
302,3,137,오천웰메이드홈,O-cheon Wellmade Home,,35.954969,129.408169
302,3,138,신문덕코아루,Sin-mun-deok Koaroo,,35.952185,129.407806
302,3,139,오천읍민운동장,O-cheon-eum-min Un-dong-jang,,35.944972,129.399565
302,3,140,운전면허시험장,Un-jeon Myeon-heo Si-heom-jang,,35.942854,129.394748
302,3,141,문덕2리,Mun-deok I-ri,,35.940892,129.392206
302,3,142,문덕차고지,Mun-deok Cha-go-ji,,35.940508,129.389981
306(기본),3,0,문덕차고지,Mun-deok Cha-go-ji,Mundeok Garage,35.940508,129.389981
306(기본),3,1,문덕2리,Mun-deok I-ri,Mundeok 2 Ri,35.940892,129.392206
306(기본),3,2,운전면허시험장,Un-jeon Myeon-heo Si-heom-jang,Drivers License Test Center,35.942854,129.394748
306(기본),3,3,오천읍민운동장,Oh-cheon Eup-min Un-dong-jang,Ocheon Residents Field,35.944972,129.399565
306(기본),3,4,문덕마을회관,Mun-deok Maeul Hoe-gwan,Mundeok Village Hall,35.953121,129.406484
306(기본),3,5,문덕1리,Mun-deok Il-ri,Mundeok 1 Ri,35.955453,129.405166
306(기본),3,6,국민빌라,Guk-min Bil-la,Gungmin Villa,35.957409,129.402765
306(기본),3,7,준양주택3차,Jun-yang Ju-taek Sam-cha,Junyang House #3,35.960003,129.402824
306(기본),3,8,문덕사거리,Mun-deok Sa-geori,Mundeok Sageori,35.962298,129.402884
306(기본),3,9,포은중학교,Po-eun Jung-hak-gyo,,35.965344,129.40313
306(기본),3,10,새마을금고원동지점,Sae-ma-eul Geum-go Won-dong Ji-jeom,,35.967183,129.402646
306(기본),3,11,오천농협원동지점,Oh-cheon Nong-hyeop Won-dong Ji-jeom,,35.970007,129.402776
306(기본),3,12,부영사랑3차,Bu-yeong Sa-rang Sam-cha,Buyeong Sarang #3,35.973022,129.402512
306(기본),3,13,원리,Won-ri,Wolli,35.975475,129.4021
306(기본),3,14,원용교,Won-yong Gyo,Wonyonggyo,35.975204,129.408194
306(기본),3,15,여성장애인복지관,Yeo-seong Jang-ae-in Bok-ji-gwan,,35.971356,129.409493
306(기본),3,16,냉천수변공원,Nyeong-cheon Su-byeon Gong-won,,35.968319,129.409847
306(기본),3,17,대궁꿈마을아파트,Dae-gung Kkum Maeul A-pa-teu,,35.963074,129.407645
306(기본),3,18,문덕초등학교,Mun-deok Cho-deung Hak-gyo,Mundeok Elementary School,35.958952,129.408531
306(기본),3,19,오천읍행정복지센터,Oh-cheon Eup Haeng-jeong Bok-ji Sent-teo,,35.962799,129.414085
306(기본),3,20,오천환승센터,Oh-cheon Hwan-seung Sent-teo,Ocheon Transfer Center,35.965666,129.414804
306(기본),3,21,오천농협세계지점,Oh-cheon Nong-hyeop Se-gye Ji-jeom,Ocheon Nonghyup Segye Branch,35.967967,129.41584
306(기본),3,22,오천초등학교,Oh-cheon Cho-deung Hak-gyo,Ocheon Elementary School,35.971474,129.415523
306(기본),3,23,용덕사거리,Yong-deok Sa-geori,Yongdeok Sageori,35.973335,129.414732
306(기본),3,24,해병대서문,Hae-byeong-dae Seo-mun,Marine Corps Seomun,35.976683,129.413324
306(기본),3,25,구정3리,Gu-jeong Sam-ri,Gujeong 3 Ri,35.979194,129.412248
306(기본),3,26,구정1리,Gu-jeong Il-ri,,35.982369,129.410905
306(기본),3,27,구정리,Gu-jeong-ri,Gujeong-ri,35.98451,129.409809
306(기본),3,28,청림진달래아파트,Cheong-rim Jin-dal-rae A-pa-teu,,35.989479,129.40681
306(기본),3,29,청림동,Cheong-rim Dong,,35.991648,129.406801
306(기본),3,30,청림초등학교,Cheong-rim Cho-deung Hak-gyo,Cheongnim Elementary School,35.992528,129.405691
306(기본),3,31,청림삼거리,Cheong-rim Sam-geori,Cheongnim Three way Intersection,35.994466,129.402951
306(기본),3,32,남구보건소,Nam-gu Bo-geon-so,Namgu Public Health Center,35.992607,129.396835
306(기본),3,33,남보건소(무정차),Nam Bo-geon-so (Mu-jeong-cha),SouthCommunity Health Center (Non-stop),35.993561,129.394375
306(기본),3,34,포스코2문,Po-seu-ko I Mun,POSCO 2nd Gate,35.995378,129.392534
306(기본),3,35,포항스틸야드,Po-hang Steel Yard,,35.998299,129.388148
306(기본),3,36,포스코본사,Po-seu-ko Bon-sa,POSCO Head Office,36.000537,129.385233
306(기본),3,37,단지주유소,Dan-ji Ju-yu-so,Danji Gas Station,36.004102,129.380623
306(기본),3,38,현대제철,Hyeon-dae Je-cheol,Hyundai Steel,36.0072,129.377528
306(기본),3,39,형산로터리(무정차),Hyeong-san Ro-teo-ri (Mu-jeong-cha),Hyungsan Rotary (Non-stop),36.011029,129.372525
306(기본),3,40,협력회관,Hyeob-ryeok Hoe-gwan,Cooperation Hall,36.01352,129.369234
306(기본),3,41,초원아파트,Cho-won A-pa-teu,Chowon Apartment,36.014322,129.366743
306(기본),3,42,세명기독병원,Se-myeong Gi-dok Byeong-won,,36.017612,129.361468
306(기본),3,43,산업은행,San-eop Eun-haeng,KDB,36.018107,129.354529
306(기본),3,44,교보생명,Gyo-bo Saeng-myeong,Kyobo Life Insurance,36.01522,129.35222
306(기본),3,45,시외버스터미널,Si-oe Beo-seu-teo-mi-neol,Intercity Bus Terminal,36.013273,129.350668
306(기본),3,46,대잠사거리,Dae-jam Sa-geori,Daejam Sageori,36.011389,129.34449
306(기본),3,47,포항성모병원,Po-hang Seong-mo Byeong-won,,36.015804,129.341274
306(기본),3,48,시청,Si-cheong,City Hall,36.018018,129.341418
306(기본),3,49,대잠그린파크,Dae-jam Geu-rin Pa-keu,Daejam Green Park,36.020316,129.341176
306(기본),3,50,대잠센트럴하이츠,Dae-jam Sen-teu-reol Hai-cheu,Daejam Central Heights,36.021622,129.339648
306(기본),3,51,이동사거리,Idong Sa-geori,A moving distance,36.024611,129.338393
306(기본),3,52,포항건강랜드,Po-hang Geon-gang Raendeu,Pohang Health Land,36.026752,129.332822
306(기본),3,53,롯데마트,Rot-te Ma-teu,Lotte Mart,36.02798,129.324989
306(기본),3,54,포항제철유치원,Po-hang Je-cheol Yu-chi-won,Pohang Steel Kindergarten,36.029468,129.323726
306(기본),3,55,현대그린아파트,Hyeon-dae Geu-rin A-pa-teu,Hyeondae Green Apartment,36.030903,129.318607
306(기본),3,56,포항테크노파크,Po-hang Te-keu-no Pa-keu,Pohang Techno Park,36.031723,129.315805
306(기본),3,57,LG빌라,LG Bil-la,LG Villa,36.028164,129.314298
306(기본),3,58,LG빌라입구,LG Bil-la Ip-gu,LG Villa Entrance,36.027269,129.31723
306(기본),3,59,산책로,Sanchek-ro,Sanchaengno,36.026208,129.320713
306(기본),3,60,교수아파트,Gyosu A-pa-teu,Teacher Apartment,36.022743,129.325194
306(기본),3,61,포항제철공고,Po-hang Je-cheol Gong-go,,36.021079,129.325287
306(기본),3,62,포스텍,Po-seu-teok,Force Tec,36.015169,129.325127
306(기본),3,63,생명공학연구소,Saeng-myeong Gong-hak Yeon-gu-so,Biotechnology Research Institute,36.012563,129.326489
306(기본),3,64,승리아파트,Seung-ri A-pa-teu,Seungri’s,36.008422,129.328594
306(기본),3,65,효자동,Hyo-ja-dong,Hyoja-dong,36.006146,129.325785
306(기본),3,66,유강코아루,Yu-gang Ko-a-ru,An oil-filled nose ring,36.005806,129.321276
306(기본),3,67,유강청구타운,Yu-gang Cheong-gu Ta-un,Yugang Cheonggu Town,36.005039,129.319561
306(기본),3,68,유강코아루,Yu-gang Ko-a-ru,Yugang Koaru,36.005806,129.321276
306(기본),3,69,효자동,Hyo-ja-dong,Hyoja-dong,36.006146,129.325785
306(기본),3,70,승리아파트,Seung-ri A-pa-teu,Seungni Apartment,36.008422,129.328594
306(기본),3,71,생명공학연구소,Saeng-myeong Gong-hak Yeon-gu-so,Biotechnology Research Institute,36.012563,129.326489
306(기본),3,72,포스텍,Po-seu-teok,Force Tec,36.015169,129.325127
306(기본),3,73,포항제철공고,Po-hang Je-cheol Gong-go,,36.021079,129.325287
306(기본),3,74,산책로,Sanchek-ro,Walkway,36.026208,129.320713
306(기본),3,75,LG빌라입구,LG Bil-la Ip-gu,LG Villa Entrance,36.027269,129.31723
306(기본),3,76,LG빌라,LG Bil-la,LG Villa,36.028164,129.314298
306(기본),3,77,포항테크노파크,Po-hang Te-keu-no Pa-keu,Pohang Techno Park,36.031723,129.315805
306(기본),3,78,삼성그린아파트,Sam-seong Geu-rin A-pa-teu,Samsung Green Apt,36.030557,129.318938
306(기본),3,79,포항제철유치원,Po-hang Je-cheol Yu-chi-won,Pohang Steel Kindergarten,36.029468,129.323726
306(기본),3,80,롯데마트,Rot-te Ma-teu,Lotte Mart,36.02798,129.324989
